,0,1,2
2012,Serenity,https://www.iafd.com/person.rme/id=0f4c7c4f-fdab-444d-b89c-5a2128ac15cc,1
2013,Sexfeene,https://www.iafd.com/person.rme/id=ef06e1a8-ea60-4002-816d-76274e0ab46f,12
2014,Sexfeene,https://www.iafd.com/person.rme/id=ef06e1a8-ea60-4002-816d-76274e0ab46f,12
2015,Sha Dynasty,https://www.iafd.com/person.rme/id=c7d63176-92be-413f-ba4e-b47e54eacf2b,2
2016,Sha Dynasty,https://www.iafd.com/person.rme/id=c7d63176-92be-413f-ba4e-b47e54eacf2b,2
2017,Shae Spreadz,https://www.iafd.com/person.rme/id=392921d6-7214-46e4-a8d8-da2353b124a4,28
2018,Shae Spreadz,https://www.iafd.com/person.rme/id=392921d6-7214-46e4-a8d8-da2353b124a4,28
2019,Shae Spreadz,https://www.iafd.com/person.rme/id=392921d6-7214-46e4-a8d8-da2353b124a4,28
2020,Shae Spreadz,https://www.iafd.com/person.rme/id=392921d6-7214-46e4-a8d8-da2353b124a4,28
2021,Shakima,https://www.iafd.com/person.rme/id=2af3a10f-320a-417d-907e-536d5222a3f5,1
2022,Shanaynay,https://www.iafd.com/person.rme/id=35267faa-f537-4381-bb47-66c2c6264364,1
2023,Shandi,https://www.iafd.com/person.rme/id=0db6542f-9cde-4a6c-88e1-ccffb3a116aa,1
2024,Shante,https://www.iafd.com/person.rme/id=b5e2237d-1af9-4eae-b3fd-d51e8046fa49,1
2025,Sharday,https://www.iafd.com/person.rme/id=e2cd9774-67c2-4c6d-9cc6-dd115a78a8bc,1
2026,Sharea,https://www.iafd.com/person.rme/id=3b27919f-5bf9-4f92-868e-f01855bda51e,1
2027,Sharee,https://www.iafd.com/person.rme/id=07c985b5-7506-46ea-ab20-c7f6cbb86155,2
2028,Sharee,https://www.iafd.com/person.rme/id=07c985b5-7506-46ea-ab20-c7f6cbb86155,2
2029,Sharon,https://www.iafd.com/person.rme/id=54cf9f16-b90c-4ed2-98a0-8938669e0d2c,1
2030,Shiloh Hendrix,https://www.iafd.com/person.rme/id=21a73df1-3198-4d03-877c-9e83b335442a,1
2031,Baby Doll,https://www.iafd.com/person.rme/id=55c96827-c57b-4ea2-b012-92f0533f8846,41
2032,Sierra,https://www.iafd.com/person.rme/id=73684fbc-1280-483c-ae8c-c22c2a79b647,1
2033,Sierra Lynn,https://www.iafd.com/person.rme/id=e7de823b-6be2-4e9e-a2b5-bcca396daaba,1
2034,Simone Styles,https://www.iafd.com/person.rme/id=c299c51f-1ab8-4cd1-add3-4a3aba346c84,40
2035,Simone Styles,https://www.iafd.com/person.rme/id=c299c51f-1ab8-4cd1-add3-4a3aba346c84,40
2036,Sinnamon Love,https://www.iafd.com/person.rme/id=43514c66-03d3-4643-946d-46aed6a40afd,365
2037,Sky Blu,https://www.iafd.com/person.rme/id=48e5ec49-cb6a-421e-a44e-5e6bc08ea66d,1
2038,Skyy Black,https://www.iafd.com/person.rme/id=7bb653bd-aa6c-43e9-91ae-96f11c31235f,258
2039,Sole Dior,https://www.iafd.com/person.rme/id=3672a6c7-c55f-48cf-9b11-fd857b58b146,31
2040,Sonya,https://www.iafd.com/person.rme/id=5f20774a-db22-4bfe-9884-669e3e760904,2
2041,Sonya,https://www.iafd.com/person.rme/id=5f20774a-db22-4bfe-9884-669e3e760904,2
2042,Sparkle,https://www.iafd.com/person.rme/id=ab3330d1-342f-45be-927d-336b16afed22,1
2043,Spice,https://www.iafd.com/person.rme/id=aa62fd2d-c771-4753-ae54-58bbc71cc165,1
2044,Stacey Fuxx,https://www.iafd.com/person.rme/id=004e5e93-3c69-4512-ac1d-7aa6d26ef30b,30
2045,Stacy,https://www.iafd.com/person.rme/id=f0cefc24-386e-4922-899c-e6b6f5b058d8,1
2046,Stacy Adams,https://www.iafd.com/person.rme/id=2cdd378d-0b14-414b-83f9-04f615f28156,113
2047,Stacy Adams,https://www.iafd.com/person.rme/id=2cdd378d-0b14-414b-83f9-04f615f28156,113
2048,Stallion,https://www.iafd.com/person.rme/id=1503a6e9-bed2-43eb-ba9b-3ed7afb572e8,1
2049,Star,https://www.iafd.com/person.rme/id=784894bb-e8fd-4282-9368-065ae2da737c,1
2050,Stephinne Reigns,https://www.iafd.com/person.rme/id=b31068ee-e267-4f5a-b3fd-5e9b892c20f4,1
2051,Summer Knight,https://www.iafd.com/person.rme/id=4891ffdd-03f4-429b-9c5c-d2ce0a1ec69d,10
2052,Summer Knight,https://www.iafd.com/person.rme/id=4891ffdd-03f4-429b-9c5c-d2ce0a1ec69d,10
2053,Summer Knight,https://www.iafd.com/person.rme/id=4891ffdd-03f4-429b-9c5c-d2ce0a1ec69d,10
2054,Summer Knight,https://www.iafd.com/person.rme/id=4891ffdd-03f4-429b-9c5c-d2ce0a1ec69d,10
2055,Summer Knight,https://www.iafd.com/person.rme/id=4891ffdd-03f4-429b-9c5c-d2ce0a1ec69d,10
2056,Sunshine,https://www.iafd.com/person.rme/id=1c1300c7-aa03-4541-b603-587dc5f0b961,1
2057,Superstar J,https://www.iafd.com/person.rme/id=c0bed671-0b5e-4da1-b945-f588826d0fc2,1
2058,Sweetie,https://www.iafd.com/person.rme/id=d7c6602e-5540-4394-8498-e42d9685c451,2
2059,Sweetie,https://www.iafd.com/person.rme/id=d7c6602e-5540-4394-8498-e42d9685c451,2
2060,Sydnee Capri,https://www.iafd.com/person.rme/id=9b49a198-b703-4ec1-aca7-f1b540eb3f41,342
2061,Tara Hart,https://www.iafd.com/person.rme/id=111fc603-92b6-41ed-9f2e-5d32e905b1a8,1
2062,Tasha Knight,https://www.iafd.com/person.rme/id=f3ee9960-1958-45d4-9524-90e1335ad3b7,14
2063,Tasty Dash,https://www.iafd.com/person.rme/id=aca493a7-70cf-40d2-b174-efbd6b1cb29f,1
2064,Tatyonna,https://www.iafd.com/person.rme/id=1c9d005e-c643-4e58-8d4e-bbbcc21d8332,1
2065,Taylor Layne,https://www.iafd.com/person.rme/id=66bc63a4-a65b-4f8f-b9c4-995c23cb2756,35
2066,Taylor Starr,https://www.iafd.com/person.rme/id=12f31edd-9147-45a8-9d2a-614e0b6e0f82,74
2067,Theresa,https://www.iafd.com/person.rme/id=425bf16d-651f-45d1-a67a-2920a7c4fed5,1
2068,Tia Freaxxx,https://www.iafd.com/person.rme/id=48d54d94-b83f-46a9-bdf1-3f20ab23acbb,9
2069,Tiffany Tailor,https://www.iafd.com/person.rme/id=87c9a1eb-4cde-427b-bb2e-ce1a8a5927fb,27
2070,Tilden Vaughn,https://www.iafd.com/person.rme/id=e7e32dcc-ef97-486f-a4c1-8a2318e889a2,1
2071,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2072,Melody Cummings,https://www.iafd.com/person.rme/id=7245dca1-b74f-478c-993e-1674aa530cca,41
2073,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2074,Melody Cummings,https://www.iafd.com/person.rme/id=7245dca1-b74f-478c-993e-1674aa530cca,41
2075,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2076,Melody Cummings,https://www.iafd.com/person.rme/id=7245dca1-b74f-478c-993e-1674aa530cca,41
2077,Toni Sweets,https://www.iafd.com/person.rme/id=ba81c208-7af1-4286-a821-23252b5be99d,52
2078,Tracy,https://www.iafd.com/person.rme/id=a1509b58-a9c0-438c-ba27-8a19982e1bdb,1
2079,Tracy Kush,https://www.iafd.com/person.rme/id=1d79267b-817f-4251-b03c-a92079804728,8
2080,Tracy Kush,https://www.iafd.com/person.rme/id=1d79267b-817f-4251-b03c-a92079804728,8
2081,Bayson Crosse,https://www.iafd.com/person.rme/id=65be02d2-fee8-44bf-a22d-d862c5ad2914,1
2082,Trazcy Kush,https://www.iafd.com/person.rme/id=5d455f34-5342-4d17-8545-bcd177c9d36d,1
2083,Cherry,https://www.iafd.com/person.rme/id=e9b7ac6f-79ac-43d1-bd0a-64d9eef69593,27
2084,Trisha,https://www.iafd.com/person.rme/id=f0edb985-f732-4e05-9fe5-7a589bb35c10,1
2085,Tristina Millz,https://www.iafd.com/person.rme/id=5705a73c-259c-4606-8ca5-9fd6e9e0f5ef,14
2086,Tristina Millz,https://www.iafd.com/person.rme/id=5705a73c-259c-4606-8ca5-9fd6e9e0f5ef,14
2087,Twyla,https://www.iafd.com/person.rme/id=0238c71b-a9e9-42b4-9ad1-13ab57088ce5,1
2088,Tyra Foxx,https://www.iafd.com/person.rme/id=e41dcedc-ff73-4f9b-83c2-8fd94e06b3bd,1
2089,Tyrella,https://www.iafd.com/person.rme/id=57da0a3b-727b-4017-840c-680c4d8cf5a7,1
2090,Unique,https://www.iafd.com/person.rme/id=ef3b8131-fb0e-4369-98e8-e5a0b78429f5,1
2091,Unique Starr,https://www.iafd.com/person.rme/id=d5c58ea6-813e-4ace-8dd1-1c5694463ea3,2
2092,Bunny Knight,https://www.iafd.com/person.rme/id=e919f021-222e-49df-9424-54458d6dc03e,39
2093,Vanessakelly,https://www.iafd.com/person.rme/id=25dd782a-4437-4071-8fe6-9e7bf231bccc,1
2094,Vanity,https://www.iafd.com/person.rme/id=949e7a6d-1de5-4cfa-b935-9f79f6921408,1
2095,Venus,https://www.iafd.com/person.rme/id=9c82b8c7-02de-4eb3-ba06-05dcc0db1548,1
2096,Victoria Smiles,https://www.iafd.com/person.rme/id=99430330-a633-4622-95a7-0c0ede6a787d,1
2097,Violetta,https://www.iafd.com/person.rme/id=53d4e1aa-4d4e-4748-a0b5-a3730f9b1c7d,1
2098,Vixen,https://www.iafd.com/person.rme/id=6f6d8491-e7f9-47fe-ab0a-7f004660a535,1
2099,Where She Belongs,https://www.iafd.com/person.rme/id=dd706663-a83f-4e26-afb0-f140f641076d,1
2100,Big Red,https://www.iafd.com/person.rme/id=e1bd21c0-fea5-44dc-948f-c6f0969df4e4,121
2101,Summer Delight,https://www.iafd.com/person.rme/id=1e0d27f1-67d6-434e-8653-ab66f7f72819,17
2102,Yolanda,https://www.iafd.com/person.rme/id=5fd8560b-93b8-4798-a176-331af2dd4a71,7
2103,Yummy,https://www.iafd.com/person.rme/id=08230a63-2754-45a4-996f-854f4f4aaa73,2
2104,Yummy,https://www.iafd.com/person.rme/id=08230a63-2754-45a4-996f-854f4f4aaa73,2
2105,Zahara Storm,https://www.iafd.com/person.rme/id=84aebb10-9795-42f9-a4bc-6fad8af45fbd,1
2106,Zamora,https://www.iafd.com/person.rme/id=14e317bb-7ed3-421b-b3e3-37f03179e085,1
2107,Zanica,https://www.iafd.com/person.rme/id=83963e8f-91d3-4b60-bf08-7cb8f8d64618,1
2108,Zo Lala,https://www.iafd.com/person.rme/id=67f08fbd-fb22-406f-a5ce-40f640274fe7,4
2109,Zo Lala,https://www.iafd.com/person.rme/id=67f08fbd-fb22-406f-a5ce-40f640274fe7,4
2110,Zo Lala,https://www.iafd.com/person.rme/id=67f08fbd-fb22-406f-a5ce-40f640274fe7,4
2111,Zyanna,https://www.iafd.com/person.rme/id=11f6edff-4cc7-4241-8c68-0761f5151f8a,1
2112,Cindy Crawford,https://www.iafd.com/person.rme/id=d4d8df02-73b3-4cb5-ad51-e0e9c735798b,553
2113,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2114,Skye Mae,https://www.iafd.com/person.rme/id=501958d1-d47a-45d8-bb13-74314f38f640,59
2115,Vaccinated Vandal,https://www.iafd.com/person.rme/id=f5305ffb-070c-4986-af35-6b06b492e9d7,61
2116,Cali Constance,https://www.iafd.com/person.rme/id=6e67d957-e07d-4232-9401-e0704ec71d8d,3
2117,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2118,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2119,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2120,Unknown Female 669323,https://www.iafd.com/person.rme/id=46cab588-3f71-421c-9d19-2b5e199722e1,1
2121,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2122,Dahlia Love,https://www.iafd.com/person.rme/id=6949f731-eba0-40ff-bba6-2da34ec3b591,5
2123,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2124,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2125,Jewel Knight,https://www.iafd.com/person.rme/id=ee64b51d-89a6-4d0c-be1e-55adba95704b,1
2126,Lexi Grey,https://www.iafd.com/person.rme/id=80d53134-a4eb-4bde-8422-55b13202808c,81
2127,Richard Mann,https://www.iafd.com/person.rme/id=2172238c-2cc3-4646-96f2-830075d44aff,872
2128,Kimmy Charms,https://www.iafd.com/person.rme/id=c5e51c0c-3f73-4086-bde2-796d8a5b9fdd,6
2129,Bruno Dickems,https://www.iafd.com/person.rme/id=ffc89971-8f82-4f5c-866d-479664c4b657,1028
2130,Jezebeth,https://www.iafd.com/person.rme/id=d5708169-47a6-4638-b763-5b609f391a3e,21
2131,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2132,Bruno Dickems,https://www.iafd.com/person.rme/id=ffc89971-8f82-4f5c-866d-479664c4b657,1028
2133,Kaitlyn Katsaros,https://www.iafd.com/person.rme/id=62d9ece3-280c-4c35-bd68-31a7a9451365,604
2134,Karla Lane,https://www.iafd.com/person.rme/id=89528b98-4274-42e4-89fe-5efbe4cd88c0,143
2135,Ciara Momoko Bubblezz,https://www.iafd.com/person.rme/id=0ef6cf2b-8fb2-455d-b48a-3c7aacb9c0d0,5
2136,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2137,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2138,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2139,Rylee Foxxx,https://www.iafd.com/person.rme/id=da24cfbf-708b-4b53-8484-3f272672b45c,7
2140,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2141,Zoe Clark,https://www.iafd.com/person.rme/id=ae765aa1-72f0-4973-a95b-80f439de5777,100
2142,Ashton,https://www.iafd.com/person.rme/id=a8b97da6-9aa4-48eb-883e-dfffc983d855,2
2143,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2144,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2145,Princess Pink 69,https://www.iafd.com/person.rme/id=4702bf07-58e2-4d08-8efa-f7f1ef7f7486,1
2146,Miz Mel,https://www.iafd.com/person.rme/id=ea75ff6f-cf37-483b-8ab1-9f5e293ce648,6
2147,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2148,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2149,Malory Malibu,https://www.iafd.com/person.rme/id=895699d8-dca3-49b0-9eeb-cc897567576d,13
2150,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2151,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2152,Krystal Kash,https://www.iafd.com/person.rme/id=e7eac40b-2341-4e56-bb99-6225844b845f,19
2153,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2154,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2155,Tara Knox,https://www.iafd.com/person.rme/id=09ef064b-5458-437c-86f0-c7f130b2578b,4
2156,Big Red,https://www.iafd.com/person.rme/id=e1bd21c0-fea5-44dc-948f-c6f0969df4e4,121
2157,Dakota Diamond,https://www.iafd.com/person.rme/id=d6f35f3c-6bc3-4a0e-97e3-c35261b5bf19,2
2158,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2159,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2160,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2161,Rosie Rayes,https://www.iafd.com/person.rme/id=baa1bf60-8b86-4f75-b6cb-d0e69a4128ee,5
2162,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2163,Alli Black,https://www.iafd.com/person.rme/id=481d09d0-393c-4d3d-93ba-bf3350db38d1,11
2164,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2165,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2166,Arietta Adams,https://www.iafd.com/person.rme/id=a7438f29-a4e4-4157-bf47-d642b46d740f,268
2167,Bruno Dickems,https://www.iafd.com/person.rme/id=ffc89971-8f82-4f5c-866d-479664c4b657,1028
2168,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2169,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2170,Hannah,https://www.iafd.com/person.rme/id=a1eaaf4f-a8f9-4f1d-a981-3c6a66820258,1
2171,Vaccinated Vandal,https://www.iafd.com/person.rme/id=f5305ffb-070c-4986-af35-6b06b492e9d7,61
2172,Alison Woodward,https://www.iafd.com/person.rme/id=f3615f08-1377-4e68-9491-3273f0be7468,6
2173,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2174,Kimmy Charms,https://www.iafd.com/person.rme/id=c5e51c0c-3f73-4086-bde2-796d8a5b9fdd,6
2175,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2176,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2177,Tara Knox,https://www.iafd.com/person.rme/id=09ef064b-5458-437c-86f0-c7f130b2578b,4
2178,Unknown Female 840740,https://www.iafd.com/person.rme/id=65054f29-ceb3-49b9-85a9-23b84fabaa17,1
2179,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2180,Summer Chase,https://www.iafd.com/person.rme/id=7e473bdf-ec13-4c16-85b7-2466390d381a,37
2181,Felicity Feline,https://www.iafd.com/person.rme/id=5e971a28-28fc-4338-9037-7696d9f3c0f8,116
2182,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2183,Pauly Harker,https://www.iafd.com/person.rme/id=058126e5-fb5e-4953-ade7-956be497352b,391
2184,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2185,Veda Taylor,https://www.iafd.com/person.rme/id=fb889e0d-a053-4dc5-aa7d-d95316f29a14,3
2186,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2187,Jade Edwards,https://www.iafd.com/person.rme/id=aee3b14a-d3e3-43c3-ab19-d3c9ad648313,2
2188,Vaccinated Vandal,https://www.iafd.com/person.rme/id=f5305ffb-070c-4986-af35-6b06b492e9d7,61
2189,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2190,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2191,Tyler Aubrey,https://www.iafd.com/person.rme/id=ffd34cde-a75d-4fdf-9efb-75c12c42d91a,4
2192,Amber Lynn Bach,https://www.iafd.com/person.rme/id=b3a2416b-a5ed-4b21-8420-33732fa63232,120
2193,Brandie May,https://www.iafd.com/person.rme/id=eabd5f7d-2aaa-4cd5-935e-f7a84773d169,48
2194,Brooklyn,https://www.iafd.com/person.rme/id=eff8e45d-87d6-4097-a095-23b7f18735d6,1
2195,Coral Stone,https://www.iafd.com/person.rme/id=19e831cc-5c05-4ca4-8122-bc985c5de5d0,5
2196,Coral Stone,https://www.iafd.com/person.rme/id=19e831cc-5c05-4ca4-8122-bc985c5de5d0,5
2197,Coral Stone,https://www.iafd.com/person.rme/id=19e831cc-5c05-4ca4-8122-bc985c5de5d0,5
2198,Doria,https://www.iafd.com/person.rme/id=abcd40c6-d42a-421d-8be0-458d29dae2f7,1
2199,Eva,https://www.iafd.com/person.rme/id=31b001d2-a302-48e0-861e-95fe5c65991c,2
2200,Eva,https://www.iafd.com/person.rme/id=31b001d2-a302-48e0-861e-95fe5c65991c,2
2201,Felicia Fallon,https://www.iafd.com/person.rme/id=a05122e7-984d-4260-b905-fc56289d71f9,9
2202,Gabi,https://www.iafd.com/person.rme/id=ac4da86f-c485-4adb-a795-9ad6331f577e,2
2203,Gabi,https://www.iafd.com/person.rme/id=ac4da86f-c485-4adb-a795-9ad6331f577e,2
2204,Lexi,https://www.iafd.com/person.rme/id=31d980dc-4022-49c8-8317-c4ec647238a2,2
2205,Lexi,https://www.iafd.com/person.rme/id=31d980dc-4022-49c8-8317-c4ec647238a2,2
2206,Max Mikita,https://www.iafd.com/person.rme/id=883138d0-e10a-4445-b0d8-8b6de3f5bc70,191
2207,Samantha,https://www.iafd.com/person.rme/id=950af71a-28cf-4ac3-b54f-c57253989884,1
2208,Serina,https://www.iafd.com/person.rme/id=43382d7e-2926-45df-b3e6-224c6838ae09,2
2209,Serina,https://www.iafd.com/person.rme/id=43382d7e-2926-45df-b3e6-224c6838ae09,2
2210,Tiffany,https://www.iafd.com/person.rme/id=35b6af4b-6dfa-444b-bbd5-c88065629545,1
2211,Trina Michaels,https://www.iafd.com/person.rme/id=28abd606-27eb-4f29-8cb5-c041a777504c,875
2212,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2213,Opal Castle,https://www.iafd.com/person.rme/id=f7d39e88-9843-4d74-bb8d-fcd64b277bed,1
2214,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2215,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2216,Unknown Female 669309,https://www.iafd.com/person.rme/id=4165ebbf-b470-4ab1-acce-c06625d88fb3,1
2217,Maddy O'Reilly,https://www.iafd.com/person.rme/id=55c1362a-b07e-4015-8b09-d96b611427f7,719
2218,Prince Yahshua,https://www.iafd.com/person.rme/id=bb3c23b4-dc50-4b7a-b810-07b880a33f51,2489
2219,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2220,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2221,Tyler Aubrey,https://www.iafd.com/person.rme/id=ffd34cde-a75d-4fdf-9efb-75c12c42d91a,4
2222,Lavish Sinz,https://www.iafd.com/person.rme/id=e69aa76d-938b-4774-a620-af9368a3f1e8,4
2223,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2224,Shyla,https://www.iafd.com/person.rme/id=fc3efcd2-a628-4f61-9777-dee28241ea39,6
2225,Briston Moreau,https://www.iafd.com/person.rme/id=a16bbe44-6f27-43d7-a4fb-badf98b7f9fd,6
2226,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2227,Ray Black,https://www.iafd.com/person.rme/id=4c79317c-1a05-49e8-ae03-67bae1a672fd,327
2228,Rose Winters,https://www.iafd.com/person.rme/id=80b2b233-62dc-42f3-bdd9-ff716f29b550,26
2229,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2230,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2231,Lavish Sinz,https://www.iafd.com/person.rme/id=e69aa76d-938b-4774-a620-af9368a3f1e8,4
2232,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2233,Lucy Sunflower,https://www.iafd.com/person.rme/id=e649f9fe-c014-45ae-bd18-d9260fbbf931,41
2234,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2235,Kinsley Anne,https://www.iafd.com/person.rme/id=0e76cf5f-7ba0-4db0-9bd9-3bcd4f397de7,49
2236,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2237,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2238,Vex Voltage,https://www.iafd.com/person.rme/id=c7606390-5a0f-4bd8-ba53-0243face446c,7
2239,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2240,Unknown Female 669333,https://www.iafd.com/person.rme/id=4773a023-9f13-4944-8deb-55a99853cf4b,1
2241,Krystal Kash,https://www.iafd.com/person.rme/id=e7eac40b-2341-4e56-bb99-6225844b845f,19
2242,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2243,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2244,Layla Love,https://www.iafd.com/person.rme/id=ec9a31c3-3d14-4064-8f44-5b3e3ae7647f,1
2245,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2246,Viivi Clouds,https://www.iafd.com/person.rme/id=cf1ca25d-5a2a-4266-87a1-010a9072374f,2
2247,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2248,Gio,https://www.iafd.com/person.rme/id=30b095fe-8305-41b2-83f4-e744a00f361b,251
2249,Mandy Meadows,https://www.iafd.com/person.rme/id=8ad72410-b429-4037-b2a2-d646928e9e5d,31
2250,Miz Mel,https://www.iafd.com/person.rme/id=ea75ff6f-cf37-483b-8ab1-9f5e293ce648,6
2251,Miz Mel,https://www.iafd.com/person.rme/id=ea75ff6f-cf37-483b-8ab1-9f5e293ce648,6
2252,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2253,Raven Strongheart,https://www.iafd.com/person.rme/id=0052d704-4a7b-413c-9e4f-7ce55d98ae80,1
2254,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2255,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2256,Unknown Female 919314,https://www.iafd.com/person.rme/id=9f83d1c8-fa4c-4c4b-89bc-de6a8aed735b,5
2257,Vaccinated Vandal,https://www.iafd.com/person.rme/id=f5305ffb-070c-4986-af35-6b06b492e9d7,61
2258,David Strongwood,https://www.iafd.com/person.rme/id=7cbea9a5-0903-4990-ae48-e9428d03b29f,515
2259,Monica Roxxxane,https://www.iafd.com/person.rme/id=4095cc0d-062b-459f-8f6b-7e6d0654c760,3
2260,Sam Cox,https://www.iafd.com/person.rme/id=955c877f-b118-4c89-8e4b-470c398f6e49,125
2261,Daisie Belle,https://www.iafd.com/person.rme/id=1aa4c9dd-b171-4404-818e-5abc415fbef1,35
